"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_5_run.csv",,,,"Date:","14 Apr 2020 11:19:19 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
14-04 11:39:39,14.250,0.500,85.250,0,0,0,0,196200,1365018,3802144768,788537344,472788992,14637076480,1248,73604
14-04 11:39:40,14.750,0.750,84.250,0.250,0,0,32768,194993,1367518,3802144768,788537344,472788992,14637076480,1248,73604
14-04 11:39:41,14.070,0.754,85.176,0,0,0,0,213449,1486864,3802144768,788537344,472788992,14637076480,1248,73604
14-04 11:39:42,13.636,0,86.364,0,0,0,0,151877,1076369,3802144768,788537344,472788992,14637076480,1248,73604
14-04 11:39:43,14.035,0.501,85.464,0,0,0,12288,158189,1100069,3802140672,788537344,472788992,14637080576,1248,73604
14-04 11:39:44,12.152,0.506,87.342,0,0,0,0,181713,1267006,3802140672,788537344,472788992,14637080576,1248,73604
14-04 11:39:45,12.594,0.252,87.154,0,0,0,0,199656,1405392,3802140672,788537344,472788992,14637080576,1248,73604
14-04 11:39:46,16.418,0.746,82.587,0.249,0,0,57344,175964,1241899,3802865664,787812352,472793088,14637076480,1280,73604
14-04 11:39:47,13.534,0.752,85.714,0,0,0,0,194801,1362067,3802865664,787812352,472793088,14637076480,1280,73604
14-04 11:39:48,9.620,0.253,90.127,0,0,0,57344,173150,1204681,3802898432,787775488,472793088,14637080576,1280,73604
14-04 11:39:49,17.250,1,81.750,0,0,0,77824,258997,1813596,3801903104,788770816,472793088,14637080576,1280,73604
14-04 11:39:50,15.750,0.500,83.750,0,0,0,0,237970,1666470,3802009600,788664320,472793088,14637080576,1280,73604
14-04 11:39:51,13.165,0.506,86.329,0,0,0,0,194538,1347994,3802009600,788664320,472793088,14637080576,1280,73604
14-04 11:39:52,15.672,0.746,83.333,0.249,0,0,49152,229734,1605366,3802005504,788664320,472797184,14637080576,1280,73604
14-04 11:39:53,14.684,0.506,84.557,0.253,0,0,98304,250272,1751521,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:39:54,14.394,0.505,85.101,0,0,0,0,230054,1591839,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:39:55,15.288,0.251,84.461,0,0,0,0,207784,1464387,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:39:56,12.846,0.756,86.398,0,0,0,0,190585,1325667,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:39:57,13.854,0.756,85.390,0,0,0,0,207989,1446490,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:39:58,14.286,0.251,84.962,0.501,0,0,28672,199434,1402492,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:39:59,14.677,0.498,84.826,0,0,0,0,206651,1446000,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:00,15.113,1.008,83.879,0,0,0,0,238155,1670087,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:01,13.965,0.748,85.287,0,0,0,4096,182995,1284325,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:02,12.189,0.498,87.313,0,0,0,0,166350,1162210,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:03,13.131,1.010,85.859,0,0,0,28672,168548,1179855,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:04,14.888,0.496,84.367,0.248,0,0,40960,228378,1591655,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:05,15.829,0.251,83.920,0,0,0,0,223840,1568609,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:06,14.713,0.249,85.037,0,0,0,0,192912,1344288,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:07,14.684,0.253,85.063,0,0,0,0,238057,1687682,3802001408,788664320,472797184,14637084672,1280,73604
14-04 11:40:08,13.500,0.500,85.750,0.250,0,0,94208,211525,1469234,3801997312,788664320,472797184,14637088768,1280,73604
14-04 11:40:09,11.083,0.252,88.665,0,0,0,0,181914,1282184,3801997312,788664320,472797184,14637088768,1280,73604
14-04 11:40:10,14.713,0.748,84.539,0,0,0,0,221178,1549241,3801997312,788664320,472797184,14637088768,1280,73604
14-04 11:40:11,13.418,0.253,86.329,0,0,0,0,180111,1262816,3801997312,788664320,472797184,14637088768,1280,73604
14-04 11:40:12,12.750,1,86.250,0,0,0,0,144986,1018400,3801993216,788664320,472797184,14637092864,1280,73604
14-04 11:40:13,15.152,0.505,84.091,0.253,0,0,40960,228416,1588577,3801980928,788664320,472809472,14637092864,1280,73604
14-04 11:40:14,14.392,1.241,84.367,0,0,0,0,177923,1243818,3801976832,788664320,472809472,14637096960,1280,73604
14-04 11:40:15,12.879,0.758,86.364,0,0,0,0,198435,1383969,3801976832,788664320,472809472,14637096960,1280,73604
14-04 11:40:16,14.684,0.253,85.063,0,0,0,4096,233599,1630219,3801976832,788664320,472809472,14637096960,1280,73604
14-04 11:40:17,14.035,0.251,85.714,0,0,0,0,206192,1446128,3801976832,788664320,472809472,14637096960,1280,73604
14-04 11:40:18,11.278,1.003,87.469,0.251,0,0,49152,161567,1121920,3801972736,788664320,472813568,14637096960,1280,73604
14-04 11:40:19,14.824,0.503,84.673,0,0,0,57344,171278,1217372,3802542080,788094976,472813568,14637096960,1248,73604
14-04 11:40:20,12.690,0.254,87.056,0,0,0,0,178894,1245310,3802607616,788029440,472813568,14637096960,1248,73604
14-04 11:40:21,14.536,0.251,85.213,0,0,0,0,240188,1687682,3802607616,788029440,472813568,14637096960,1248,73604
14-04 11:40:22,13.131,0.253,86.616,0,0,0,0,216818,1507232,3802607616,788029440,472813568,14637096960,1248,73604
14-04 11:40:23,13.534,0.752,85.464,0.251,0,0,98304,190901,1328006,3802603520,788029440,472817664,14637096960,1248,73604
14-04 11:40:24,12.626,0.758,86.616,0,0,0,0,153565,1078682,3802095616,788537344,472817664,14637096960,1248,73604
14-04 11:40:25,14.070,0.251,85.678,0,0,0,0,175129,1239458,3802095616,788537344,472817664,14637096960,1248,73604
14-04 11:40:26,13,0.500,86.500,0,0,0,0,159116,1103007,3802095616,788537344,472817664,14637096960,1248,73604
14-04 11:40:27,15.789,0.501,83.709,0,0,0,0,230391,1627422,3802095616,788537344,472817664,14637096960,1248,73604
14-04 11:40:28,13.350,0.504,86.146,0,0,0,0,172275,1203837,3802095616,788537344,472817664,14637096960,1248,73604
14-04 11:40:29,16.209,0.499,83.042,0.249,0,0,81920,236303,1646946,3802091520,788537344,472817664,14637101056,1248,73604
14-04 11:40:30,15.113,0.252,84.635,0,0,0,0,228905,1591293,3802091520,788537344,472817664,14637101056,1248,73604
14-04 11:40:31,12.563,0.503,86.935,0,0,0,4096,158449,1100924,3802091520,788537344,472817664,14637101056,1248,73604
14-04 11:40:32,13,1,86,0,0,0,0,196524,1383751,3802091520,788537344,472817664,14637101056,1248,73604
14-04 11:40:33,11.558,0.251,88.191,0,0,0,0,161881,1138981,3802087424,788537344,472817664,14637105152,1248,73604
14-04 11:40:34,15.617,0.252,84.131,0,0,0,0,227992,1588849,3802087424,788537344,472817664,14637105152,1248,73604
14-04 11:40:35,12.879,0.505,86.364,0.253,0,0,16384,184122,1283937,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:36,11.335,0.504,88.161,0,0,0,0,168315,1181435,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:37,13.648,0.744,85.608,0,0,0,28672,156001,1099028,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:38,14,0.500,85.500,0,0,0,12288,185835,1303791,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:39,13.033,0.501,86.466,0,0,0,16384,162623,1123102,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:40,14,0.500,85.500,0,0,0,0,193140,1344288,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:41,13.784,0.501,85.464,0.251,0,0,32768,192088,1361649,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:42,14.573,0.251,85.176,0,0,0,0,214009,1508520,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:43,14.392,0.744,84.615,0.248,0,0,24576,184526,1302243,3802083328,788537344,472821760,14637105152,1248,73604
14-04 11:40:44,11.222,0.499,88.279,0,0,0,0,173857,1222353,3802079232,788537344,472821760,14637109248,1248,73604
14-04 11:40:45,14.035,0.251,85.714,0,0,0,0,173409,1204574,3802079232,788537344,472821760,14637109248,1248,73604
14-04 11:40:46,11.558,0.754,87.437,0.251,0,0,20480,186709,1304058,3802075136,788537344,472825856,14637109248,1248,73604
14-04 11:40:47,13.500,0.500,86,0,0,0,0,180553,1280595,3802075136,788537344,472825856,14637109248,1248,73604
14-04 11:40:48,11.616,0.505,87.879,0,0,0,28672,164666,1161257,3802075136,788537344,472825856,14637109248,1248,73604
14-04 11:40:49,15.075,0.503,84.422,0,0,0,131072,153691,1082093,3802210304,788398080,472825856,14637113344,1248,73604
14-04 11:40:50,13.740,0.509,85.751,0,0,0,0,215049,1504643,3802324992,788283392,472825856,14637113344,1248,73604
14-04 11:40:51,12.911,0.506,86.329,0.253,0,0,49152,146433,1021262,3802320896,788283392,472829952,14637113344,1248,73604
14-04 11:40:52,13.065,0.503,86.432,0,0,0,0,177428,1242175,3802320896,788283392,472829952,14637113344,1248,73604
14-04 11:40:53,15.750,0.250,84,0,0,0,49152,246300,1711373,3802320896,788283392,472829952,14637113344,1248,73603
14-04 11:40:54,15.075,0.251,84.673,0,0,0,0,247581,1748641,3802320896,788283392,472829952,14637113344,1248,73603
14-04 11:40:55,14.250,0.500,85.250,0,0,0,0,211103,1469503,3802320896,788283392,472829952,14637113344,1248,73603
14-04 11:40:56,13.534,0.752,85.714,0,0,0,0,219148,1544833,3802320896,788283392,472829952,14637113344,1248,73603
14-04 11:40:57,14.106,0.504,85.139,0.252,0,0,16384,216225,1507505,3802320896,788283392,472834048,14637109248,1248,73603
14-04 11:40:58,15.250,0.250,84.250,0.250,0,0,12288,223905,1571305,3802312704,788283392,472834048,14637117440,1248,73603
14-04 11:40:59,13.924,0.506,85.570,0,0,0,0,216028,1524738,3802312704,788283392,472834048,14637117440,1248,73603
14-04 11:41:00,15,0.500,84.500,0,0,0,0,197062,1385868,3802312704,788283392,472834048,14637117440,1248,73603
14-04 11:41:01,14.035,0.752,85.213,0,0,0,4096,197772,1387821,3802312704,788283392,472834048,14637117440,1248,73603
14-04 11:41:02,13.706,0.254,86.041,0,0,0,16384,197230,1402257,3802312704,788283392,472834048,14637117440,1248,73603
14-04 11:41:03,12.750,0.250,87,0,0,0,0,180206,1263196,3802312704,788283392,472834048,14637117440,1248,73603
14-04 11:41:04,13.065,0.503,86.181,0.251,0,0,28672,170711,1184206,3802308608,788283392,472834048,14637121536,1248,73603
14-04 11:41:05,13.165,0.253,86.582,0,0,0,0,164243,1158114,3802308608,788283392,472834048,14637121536,1248,73603
14-04 11:41:06,13.065,0.251,86.683,0,0,0,0,191619,1326782,3802308608,788283392,472834048,14637121536,1248,73603
14-04 11:41:07,15.075,0.251,84.422,0.251,0,0,16384,227926,1588431,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:08,12.814,0.503,86.683,0,0,0,0,199341,1385446,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:09,13.250,0.500,86.250,0,0,0,12288,168403,1180071,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:10,15.461,0.748,83.791,0,0,0,65536,228336,1607483,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:11,13.819,0.251,85.930,0,0,0,0,167564,1165411,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:12,13.648,0.496,85.856,0,0,0,0,174506,1238013,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:13,14.888,0.744,84.119,0.248,0,0,57344,212024,1469504,3802304512,788283392,472838144,14637121536,1248,73603
14-04 11:41:14,16.915,0.249,82.836,0,0,0,0,248281,1730918,3802300416,788283392,472838144,14637125632,1248,73603
14-04 11:41:15,15.672,0.746,83.582,0,0,0,0,244250,1709165,3802300416,788283392,472838144,14637125632,1248,73603
14-04 11:41:16,16.584,0.743,82.673,0,0,0,4096,240238,1670202,3802300416,788283392,472838144,14637125632,1248,73603
14-04 11:41:17,13.534,0.752,85.714,0,0,0,0,181623,1265678,3802300416,788283392,472838144,14637125632,1248,73603
14-04 11:41:18,15.711,0.249,83.791,0.249,0,0,28672,249949,1769027,3802300416,788283392,472838144,14637125632,1248,73603
14-04 11:41:19,16.583,1.005,82.161,0.251,0,0,73728,198351,1389214,3802284032,788299776,472838144,14637125632,1280,73603
14-04 11:41:20,15.461,0.998,83.541,0,0,0,0,206668,1465079,3802292224,788291584,472838144,14637125632,1280,73603
14-04 11:41:21,11.839,0.504,87.657,0,0,0,0,151689,1076731,3802292224,788291584,472838144,14637125632,1280,73603
14-04 11:41:22,14.322,0.503,85.176,0,0,0,0,144777,1018673,3802292224,788291584,472838144,14637125632,1280,73603
14-04 11:41:23,13.098,0.756,86.146,0,0,0,0,139252,979089,3802288128,788291584,472838144,14637129728,1280,73603
14-04 11:41:24,15.327,0.754,83.668,0.251,0,0,69632,209111,1468291,3802152960,788418560,472842240,14637133824,1280,73603
14-04 11:41:25,15.500,0.500,84,0,0,0,49152,209429,1463634,3802152960,788418560,472842240,14637133824,1280,73603
14-04 11:41:26,14.536,0.251,85.213,0,0,0,0,135193,957023,3802152960,788418560,472842240,14637133824,1280,73603
14-04 11:41:27,15.327,1.256,83.417,0,0,0,0,121245,839278,3802152960,788418560,472842240,14637133824,1280,73603
14-04 11:41:28,15.075,0.754,84.171,0,0,0,0,194159,1360885,3802152960,788418560,472842240,14637133824,1280,73603
14-04 11:41:29,14.787,0.251,84.712,0.251,0,0,16384,167259,1165117,3802148864,788418560,472842240,14637137920,1280,73603
14-04 11:41:30,14.899,0.758,84.343,0,0,0,0,210889,1482765,3802148864,788418560,472842240,14637137920,1280,73603
14-04 11:41:31,15.038,0.251,84.712,0,0,0,4096,170402,1184623,3802148864,788418560,472842240,14637137920,1280,73603
14-04 11:41:32,13.750,0.750,85.500,0,0,0,0,174247,1220333,3802148864,788418560,472842240,14637137920,1280,73603
14-04 11:41:33,14.824,0.503,84.673,0,0,0,28672,147941,1038122,3802148864,788418560,472842240,14637137920,1280,73603
14-04 11:41:34,15.539,0.501,83.709,0.251,0,0,16384,204520,1445855,3802144768,788418560,472846336,14637137920,1280,73603
14-04 11:41:35,14.322,1.005,84.673,0,0,0,0,192419,1347423,3802144768,788418560,472846336,14637137920,1280,73603
14-04 11:41:36,14.500,0.750,84.750,0,0,0,0,161720,1140608,3802144768,788418560,472846336,14637137920,1280,73603
14-04 11:41:37,14.573,0.503,84.925,0,0,0,0,125143,893330,3802144768,788418560,472846336,14637137920,1280,73603
14-04 11:41:38,14.106,0.756,85.139,0,0,0,12288,166978,1181259,3802144768,788418560,472846336,14637137920,1280,73603
14-04 11:41:39,15.250,1,83.500,0.250,0,0,16384,167440,1165348,3802136576,788418560,472850432,14637142016,1280,73603
14-04 11:41:40,16,0.500,83.500,0,0,0,0,216089,1506748,3802136576,788418560,472850432,14637142016,1280,73603
14-04 11:41:41,14.750,0.500,84.750,0,0,0,0,170966,1198097,3802136576,788418560,472850432,14637142016,1280,73603
14-04 11:41:42,14.684,0.506,84.810,0,0,0,0,131305,919422,3802136576,788418560,472850432,14637142016,1280,73603
14-04 11:41:43,14.394,0.758,84.848,0,0,0,12288,139798,977665,3802136576,788418560,472850432,14637142016,1280,73603
14-04 11:41:44,16.792,0.501,82.707,0,0,0,0,140666,995315,3802136576,788418560,472850432,14637142016,1280,73603
14-04 11:41:45,15.829,0.754,83.166,0.251,0,0,81920,137889,960158,3802132480,788418560,472854528,14637142016,1280,73603
14-04 11:41:46,19,1.500,79.250,0.250,0,0,40960,147664,1036685,3803492352,787058688,472854528,14637142016,1280,73603
14-04 11:41:47,18.640,1.008,80.353,0,0,0,0,112487,795105,3803275264,787275776,472854528,14637142016,1280,73603
14-04 11:41:48,16.497,0.508,82.995,0,0,0,69632,86669,612983,3803271168,787275776,472854528,14637146112,1280,73603
14-04 11:41:49,20.101,1.508,78.392,0,0,0,77824,119902,835361,3802923008,787656704,472854528,14637113344,1280,73603
14-04 11:41:50,20,0.500,79.500,0,0,0,0,123951,872962,3802890240,787656704,472854528,14637146112,1280,73603
14-04 11:41:51,19.192,0.758,79.798,0.253,0,0,118784,101810,712880,3802890240,787656704,472854528,14637146112,1280,73603
14-04 11:41:52,18.797,1.003,80.201,0,0,0,0,95916,672144,3802890240,787656704,472854528,14637146112,1280,73603
14-04 11:41:53,16.709,0.759,82.532,0,0,0,49152,114570,797321,3802890240,787656704,472854528,14637146112,1280,73603
14-04 11:41:54,17.215,0.759,82.025,0,0,0,0,89464,632161,3802886144,787656704,472854528,14637150208,1280,73603
14-04 11:41:55,17.172,0,82.828,0,0,0,57344,106642,752863,3802886144,787656704,472854528,14637150208,1280,73603
14-04 11:41:56,20.050,0.752,78.947,0.251,0,0,28672,124251,872962,3802882048,787656704,472858624,14637150208,1280,73603
14-04 11:41:57,16.667,1.263,82.071,0,0,0,0,102477,715742,3802882048,787656704,472858624,14637150208,1280,73603
14-04 11:41:58,17.172,0.758,82.071,0,0,0,0,96122,672251,3802882048,787656704,472858624,14637150208,1280,73603
14-04 11:41:59,18.204,0.499,81.297,0,0,0,12288,89625,632252,3802882048,787656704,472858624,14637150208,1280,73603
14-04 11:42:00,19.549,0.752,79.699,0,0,0,0,128694,912854,3802877952,787656704,472858624,14637154304,1280,73603
14-04 11:42:01,18.640,0.756,80.353,0.252,0,0,20480,103450,716521,3802877952,787656704,472858624,14637154304,1280,73603
14-04 11:42:02,18.388,0.504,81.108,0,0,0,0,101529,712735,3802877952,787656704,472858624,14637154304,1280,73603
14-04 11:42:03,14.937,0.759,84.304,0,0,0,0,203075,1422830,3802877952,787656704,472858624,14637154304,1280,73603
14-04 11:42:04,14.250,0.500,85.250,0,0,0,0,213354,1487226,3802877952,787656704,472858624,14637154304,1280,73603
14-04 11:42:05,14.899,0.505,84.596,0,0,0,0,213773,1490479,3802877952,787656704,472858624,14637154304,1280,73603
14-04 11:42:06,11.929,0.508,87.310,0.254,0,0,16384,182321,1279569,3802873856,787656704,472862720,14637154304,1280,73603
14-04 11:42:07,13.636,0.253,86.111,0,0,0,28672,219974,1530317,3802873856,787656704,472862720,14637154304,1280,73603
14-04 11:42:08,12.879,0.505,86.616,0,0,0,0,191193,1341405,3802873856,787656704,472862720,14637154304,1280,73603
14-04 11:42:09,12.281,0.752,86.967,0,0,0,0,175202,1224942,3802873856,787656704,472862720,14637154304,1280,73603
14-04 11:42:10,14.106,0.504,85.390,0,0,0,0,239706,1670449,3802869760,787656704,472862720,14637158400,1280,73603
14-04 11:42:11,14.536,0.501,84.962,0,0,0,0,226872,1588704,3802869760,787656704,472862720,14637158400,1280,73603
14-04 11:42:12,13.184,0.995,85.572,0.249,0,0,16384,185120,1303279,3802865664,787656704,472866816,14637158400,1280,73603
14-04 11:42:13,13.568,0.754,85.678,0,0,0,12288,173999,1219325,3802861568,787656704,472866816,14637162496,1280,73603
14-04 11:42:14,14,0.250,85.750,0,0,0,0,204113,1426075,3802861568,787656704,472866816,14637162496,1280,73603
14-04 11:42:15,14.824,0.503,84.673,0,0,0,0,220085,1530189,3802861568,787656704,472866816,14637162496,1280,73603
14-04 11:42:16,12.879,0.758,86.364,0,0,0,4096,178247,1243500,3802861568,787656704,472866816,14637162496,1280,73603
14-04 11:42:17,14,0.500,85.250,0.250,0,0,16384,167973,1182399,3802861568,787656704,472866816,14637162496,1280,73603
14-04 11:42:18,13.568,0.251,86.181,0,0,0,32768,181008,1280608,3802861568,787656704,472866816,14637162496,1280,73603
14-04 11:42:19,15.013,0.509,84.478,0,0,0,57344,214243,1505725,3802271744,788279296,472866816,14637129728,1280,73603
14-04 11:42:20,14,1,85,0,0,0,0,209140,1449263,3802271744,788279296,472866816,14637129728,1280,73603
14-04 11:42:21,14.141,0.505,85.354,0,0,0,16384,207941,1463634,3802271744,788279296,472866816,14637129728,1280,73603
14-04 11:42:22,15.075,0.503,84.422,0,0,0,16384,245244,1710912,3802353664,788164608,472866816,14637162496,1280,73603
14-04 11:42:23,11.028,0.501,88.471,0,0,0,65536,169674,1201546,3802353664,788164608,472866816,14637162496,1280,73603
14-04 11:42:24,13.317,0.754,85.678,0.251,0,0,61440,154847,1082533,3802353664,788164608,472866816,14637162496,1280,73603
14-04 11:42:25,16.250,0.250,83.500,0,0,0,0,228464,1589730,3802480640,788037632,472866816,14637162496,1280,73603
14-04 11:42:26,13.889,0,86.111,0,0,0,0,187724,1323167,3802480640,788037632,472866816,14637162496,1280,73603
14-04 11:42:27,13.636,0.505,85.859,0,0,0,49152,188906,1323920,3802480640,788037632,472866816,14637162496,1280,73603
14-04 11:42:28,16.291,0.501,83.208,0,0,0,0,254340,1772162,3802480640,788037632,472866816,14637162496,1280,73603
14-04 11:42:29,13.466,0.499,85.536,0.499,0,0,28672,180240,1262543,3802480640,788037632,472870912,14637158400,1280,73603
14-04 11:42:30,12.563,0.503,86.935,0,0,0,0,183529,1284301,3802472448,788037632,472870912,14637166592,1280,73603
14-04 11:42:31,14.925,0.498,84.577,0,0,0,65536,199061,1402465,3802472448,788037632,472870912,14637166592,1280,73603
14-04 11:42:32,15.250,0.750,84,0,0,0,0,213215,1489726,3802472448,788037632,472870912,14637166592,1280,73603
14-04 11:42:33,11.083,0.504,88.413,0,0,0,0,167463,1178631,3802472448,788037632,472870912,14637166592,1280,73603
14-04 11:42:34,13.065,0.754,85.930,0.251,0,0,16384,208401,1448990,3802472448,788037632,472870912,14637166592,1280,73603
14-04 11:42:35,15.578,0,84.422,0,0,0,0,248175,1732033,3802472448,788037632,472870912,14637166592,1280,73603
14-04 11:42:36,12.030,0.501,87.469,0,0,0,32768,182053,1282431,3802468352,788037632,472870912,14637170688,1280,73603
14-04 11:42:37,14.286,0.251,85.464,0,0,0,0,213490,1486864,3802468352,788037632,472870912,14637170688,1280,73603
14-04 11:42:38,14.177,0.506,85.316,0,0,0,0,235150,1630823,3802464256,788037632,472870912,14637174784,1280,73603
14-04 11:42:39,14.177,0.253,85.316,0.253,0,0,16384,194260,1360557,3802464256,788037632,472875008,14637170688,1280,73603
14-04 11:42:40,16.625,0.496,82.878,0,0,0,0,246965,1734142,3802460160,788037632,472875008,14637174784,1280,73603
14-04 11:42:41,14.035,0.752,85.213,0,0,0,0,191286,1344288,3802456064,788037632,472875008,14637178880,1280,73603
14-04 11:42:42,13,0.250,86.750,0,0,0,12288,168851,1179534,3802456064,788037632,472875008,14637178880,1280,73603
14-04 11:42:43,14.141,0.505,85.354,0,0,0,0,198113,1366612,3802456064,788037632,472875008,14637178880,1280,73603
14-04 11:42:44,14.106,0.504,85.139,0.252,0,0,16384,188127,1321992,3802447872,788037632,472883200,14637178880,1280,73603
14-04 11:42:45,13.098,0.252,86.650,0,0,0,0,217692,1510136,3802447872,788037632,472883200,14637178880,1280,73603
14-04 11:42:46,14.250,0.250,85.500,0,0,0,4096,183352,1282846,3802447872,788037632,472883200,14637178880,1280,73603
14-04 11:42:47,12.750,0.500,86.750,0,0,0,0,164387,1140881,3802574848,787910656,472883200,14637178880,1280,73603
14-04 11:42:48,13.033,0.501,86.466,0,0,0,28672,180917,1262600,3802574848,787910656,472887296,14637174784,1280,73603
14-04 11:42:49,17,1,82,0,0,0,77824,213643,1487226,3802087424,788389888,472887296,14637182976,1248,73603
14-04 11:42:50,14.713,0.499,84.539,0.249,0,0,49152,205162,1426603,3802181632,788291584,472891392,14637182976,1248,73603
14-04 11:42:51,12.500,1.250,86.250,0,0,0,0,163941,1156999,3802181632,788291584,472891392,14637182976,1248,73603
14-04 11:42:52,12.626,1.010,86.364,0,0,0,0,212957,1489815,3802181632,788291584,472891392,14637182976,1248,73603
14-04 11:42:53,12.626,0,87.374,0,0,0,65536,188516,1321438,3802181632,788291584,472891392,14637182976,1248,73603
14-04 11:42:54,13.033,1.003,85.965,0,0,0,0,188382,1306141,3802181632,788291584,472891392,14637182976,1248,73603
14-04 11:42:55,14.861,0.252,84.887,0,0,0,0,221558,1545379,3802181632,788291584,472891392,14637182976,1248,73603
14-04 11:42:56,15.672,0.995,83.085,0.249,0,0,32768,250973,1734142,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:42:57,13.098,0.252,86.650,0,0,0,16384,170538,1198577,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:42:58,14.035,0.501,85.464,0,0,0,24576,203911,1425906,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:42:59,13,0.750,86.250,0,0,0,0,164780,1143470,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:43:00,14.214,0.499,85.287,0,0,0,0,207922,1446401,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:43:01,12.121,0.505,87.374,0,0,0,4096,158546,1118157,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:43:02,13,0.750,86,0.250,0,0,16384,171704,1201712,3802177536,788291584,472895488,14637182976,1248,73603
14-04 11:43:03,13.350,0.504,85.894,0.252,0,0,86016,197306,1367664,3802841088,788672512,472895488,14636138496,1248,73603
14-04 11:43:04,15.960,0.748,83.292,0,0,0,0,252163,1769266,3802836992,788672512,472895488,14636142592,1248,73603
14-04 11:43:05,14.035,0.752,85.213,0,0,0,0,233541,1633448,3802836992,788672512,472895488,14636142592,1248,73603
14-04 11:43:06,14.214,0.249,85.536,0,0,0,0,189988,1340007,3802836992,788672512,472895488,14636142592,1248,73603
14-04 11:43:07,14.286,0.501,85.213,0,0,0,36864,220290,1548096,3802836992,788672512,472895488,14636142592,1248,73603
14-04 11:43:08,14.322,0.251,85.176,0.251,0,0,16384,195322,1367809,3802828800,788672512,472903680,14636142592,1248,73603
14-04 11:43:09,13.534,0.501,85.965,0,0,0,69632,143170,1015538,3802828800,788672512,472903680,14636142592,1248,73603
14-04 11:43:10,15.288,0.251,84.461,0,0,0,0,204609,1428349,3802828800,788672512,472903680,14636142592,1248,73603
14-04 11:43:11,15,0.250,84.750,0,0,0,0,206039,1426877,3802828800,788672512,472903680,14636142592,1248,73603
14-04 11:43:12,14.322,0.754,84.925,0,0,0,0,237076,1666470,3802824704,788672512,472903680,14636146688,1248,73603
14-04 11:43:13,14.721,0.254,84.772,0.254,0,0,16384,238023,1649954,3802820608,788672512,472907776,14636146688,1248,73603
14-04 11:43:14,15.385,0.993,83.375,0.248,0,0,12288,237330,1653514,3802820608,788672512,472907776,14636146688,1248,73603
14-04 11:43:15,15.075,0.251,84.673,0,0,0,0,233157,1628596,3802820608,788672512,472907776,14636146688,1248,73603
14-04 11:43:16,15.750,0.500,83.750,0,0,0,4096,243313,1691323,3802820608,788672512,472907776,14636146688,1248,73603
14-04 11:43:17,12.469,0.998,86.534,0,0,0,0,179557,1259954,3802820608,788672512,472907776,14636146688,1248,73603
14-04 11:43:18,16.873,0.496,82.382,0.248,0,0,16384,248759,1731106,3802816512,788672512,472911872,14636146688,1248,73603
14-04 11:43:19,16.583,0.503,82.915,0,0,0,57344,254643,1775240,3803295744,788156416,472911872,14636183552,1248,73603
14-04 11:43:20,15.250,0.500,84.250,0,0,0,0,246772,1728496,3803447296,788037632,472911872,14636150784,1248,73603
14-04 11:43:21,13.568,0.503,85.930,0,0,0,0,196169,1364929,3803447296,788037632,472911872,14636150784,1248,73603
14-04 11:43:22,15.617,0.252,84.131,0,0,0,57344,218573,1528444,3803447296,788037632,472911872,14636150784,1248,73603
